iq,cgpa,10th_marks,12th_marks,communication_skills,placed
102,6.85,79.57,82.91,7.7,1
123,6.89,80.74,72.25,8.4,0
81,6.97,70.88,80.1,7.2,0
78,8.85,89.9,95.12,5.2,1
102,4.28,68.44,87.08,5.7,0
101,7.9,68.91,100,5.9,1
103,7.53,83.67,67.12,4.2,0
104,5.82,96.03,95.11,8.7,0
97,7.81,76.47,65.51,7.2,0
122,7.98,87.01,79.24,5.3,0
76,8.09,90.73,83.79,9.2,0
88,4.85,88.15,68.87,5.9,0
98,8.87,76.89,76.06,7.4,1
75,6.76,69.09,85.93,5.8,0
97,8.19,57.92,66.48,4,1
125,8.24,77.37,95.03,5,1
100,6.62,91.78,58.38,6.3,0
103,8.16,68.76,98.28,8.3,1
81,7.11,87,87.02,7.5,0
91,5.43,70.5,73.92,7.2,0
94,8.67,81.06,70.17,4,1
95,6.72,87.08,68.92,8.9,1
119,6.65,73.41,73.37,7.3,0
108,7.1,81.7,74.42,6.8,1
83,7.77,75.85,90.06,8.7,0
104,7.44,87.05,98.62,8.9,1
107,8.05,82.35,77.39,8.7,1
117,6.16,80.57,64.85,6.6,0
124,6.76,95.58,68.45,5.5,1
85,7.38,86.62,72.8,8.5,1
88,9.4,73.1,62.64,5,1
81,7.39,79.14,60.85,9.9,1
96,8.59,79.24,100,7,1
107,7.54,80.8,78.63,5.4,1
115,7.02,100,65,5.2,1
99,7.25,83.71,84.8,5.1,0
95,7.33,59.64,60.86,7.2,1
102,8.1,74.57,61.85,7,1
87,8.87,60.68,65.36,5.1,0
131,7.86,76.7,94.85,6.5,0
76,8.69,60.13,71.97,4.9,1
103,6.54,71.28,45.7,7.9,1
130,7.09,64.79,89.52,6.9,1
100,6.78,83.84,71.32,6.4,1
97,7.81,80.01,52.81,5.1,0
95,7.14,83.03,71.2,6.5,0
97,8.23,78.95,81.25,6.4,0
121,6.57,66.06,79.85,7.5,0
70,7.54,85.14,96.58,7.3,1
123,8.19,99.22,64.77,8.2,0
79,5.43,84.09,75.56,6.3,1
96,9.62,75.74,66.61,4.2,1
94,7.22,65.72,56.49,8.5,0
109,5.47,70.92,85.63,5.6,1
76,7.66,84.53,80.56,5.3,1
107,7.53,90.73,78.4,6.9,0
130,7.42,82.61,80.12,7.5,1
80,8.49,88,66.77,6.2,0
103,8.25,87.08,62.93,6.2,1
90,7.8,85.07,75.45,6.4,0
106,7.95,73.42,88.93,9.1,1
100,7.4,81.74,94.3,7,1
90,9.28,71.52,84.55,5.5,1
107,6.02,80.17,75.35,5.6,0
127,7.64,83.31,78.24,6.6,1
97,7.57,96.79,75.14,7.4,1
111,8.31,66.9,62.69,7.7,1
81,6.66,84.82,75.3,7.2,1
86,5.76,94.81,58.98,5.7,0
107,7.66,87.59,73.51,6.4,1
122,7.78,88.33,94.63,8.1,1
105,8.99,85.88,84.87,5.3,0
95,6.23,92.98,63.92,6.3,0
100,8.65,69.13,74.13,7.9,1
81,9.87,66.14,64.99,8.3,1
109,7.12,79.94,74.25,6.7,0
113,6.21,58.39,87.49,6.4,0
93,7.09,92.31,82.84,5,1
93,7.51,92.21,100,7.8,1
104,8.06,75.67,89.31,9,1
93,6.91,76.29,77.45,10,0
99,9.06,79.28,83.13,7.6,1
131,6.39,80.52,72.57,6.9,1
96,5.76,81.27,61.47,5.6,1
95,8.61,85.58,90.67,4.2,1
90,5.23,78.27,87.11,7.3,0
111,7.3,89.43,72.11,10,1
97,10,84.46,78.29,8.9,1
90,7.49,73.93,89.89,8.7,0
120,6.38,93.35,85.16,7.4,0
121,7.44,66.42,57.44,7.5,0
91,7.45,79.08,77.92,3.4,1
72,7.66,89.67,72.99,8.1,0
115,8.16,72.77,88.36,6.1,0
90,6.46,83.1,87.37,5.9,0
112,9.19,85.43,90.82,6.5,1
70,7.75,71.39,61.59,6.5,1
113,8.23,79.28,65.59,5.9,0
82,6.87,78.43,88.37,7,0
111,8.79,74.48,67.9,6.2,0
100,7.24,100,56.74,7.2,0
86,7.78,72.37,81.39,4.8,0
94,6.57,90.05,68.43,6.7,1
110,6.5,76.07,96.48,5.4,0
102,8.19,69.13,78.55,6,0
109,7.06,81.03,76.92,7.2,0
130,6.65,86.49,70.57,4.6,0
77,6.86,89.21,94.09,5.8,1
124,8.2,95.62,79.3,7.9,1
102,6.87,100,70.1,4.9,0
87,7.38,82.51,65.47,9.7,1
80,7.52,73.37,74.12,8.8,0
97,5.58,84.53,63.27,6.3,0
114,6.03,77.34,87.35,5.8,1
98,7.84,89.26,53.3,7.3,0
123,6.76,67.03,73.33,4.8,1
78,8.56,100,82.32,4,0
100,8.47,88.56,79.11,6.3,1
81,8.22,63.16,66.39,6.8,0
105,9.32,72.91,82.92,7.1,0
113,7.42,88.16,64.37,6.1,1
94,8.15,91.76,74.73,8.9,0
70,6.92,67.28,82.82,4.8,0
103,9.95,87.13,80.55,5.3,0
107,9.48,60.53,66.9,7.7,0
106,7.51,79.11,89.37,5.3,1
119,7.89,91.12,76.04,5.2,1
84,8.86,74.48,83.92,7.2,1
110,7.35,64.93,93.35,5.4,0
118,6.84,81.46,88.41,6.8,1
73,8.37,73.95,88.44,6,1
105,7.58,86.3,77.31,5.7,1
92,7.68,71.15,84.53,3.8,1
99,6.67,72.27,77.56,7.2,0
105,5.78,59.79,60.49,5.1,1
93,7.74,81.7,78.63,6.7,0
90,8.4,78.39,78.08,6.2,1
101,7.27,68.12,82,6.7,0
84,8.94,81.94,73.46,6.8,1
84,6.8,90.27,65.86,7.3,1
110,6.45,77.84,82.88,5.9,1
83,7.43,82.68,59.24,8.9,1
110,7.42,82.73,92.51,4.2,1
107,8.27,67.96,72.22,6.7,1
74,6.73,100,77.95,8.3,1
90,8.87,75.29,81.7,7.7,1
118,9.47,86.56,82.09,5.5,1
85,7.46,87.69,58.09,5.8,1
93,8.75,78.6,84.89,5.5,0
107,6.44,86.07,78.64,7.9,0
112,8.58,82.46,67.38,5.9,1
96,8.55,65.82,66,7.4,1
91,8.36,76.68,70.99,7.4,1
121,7.48,73.87,59.42,10,1
126,4.55,75.38,95.67,7.5,0
115,6.86,66.96,92.83,5.8,1
101,6.87,91.26,80.42,4.8,1
88,6.52,96.02,72.32,6.6,1
88,7.62,89.78,72.63,6.8,0
108,7.08,92.71,84.1,3.7,0
106,6.68,76.55,96.09,5.9,0
121,6.44,73.64,68.16,7.4,0
110,6.78,72.21,61.59,6.2,1
77,8.62,86.44,93.57,8.5,1
116,6.84,82.27,53.55,4.7,1
85,6.99,79.23,62.9,8,0
94,7.04,92.95,72.04,8.4,1
104,7.84,84.05,56.27,8.4,1
130,7.96,71.61,88.35,4.7,1
145,4.46,73.19,85.28,7.5,1
109,8.52,86.82,68.1,6,0
97,8.94,90.42,90.36,4.9,0
108,6.45,85.52,92.39,6.4,1
113,6.53,98.97,73.64,5.6,1
95,7.05,96.35,69.59,8.4,1
127,6.74,84.41,100,7.8,0
103,7.72,71.61,83.65,5.3,0
107,5.55,66.9,78.08,5.9,1
110,6.38,76.13,91.36,6.4,1
106,9.04,87.53,78.62,6.9,1
113,6.57,98.27,68.93,8.5,1
91,8.74,84.17,75.96,8,0
92,7.86,91.69,87.46,7.1,1
83,5.69,77.55,51.09,6.6,0
107,8.14,86.23,71.54,4.3,1
112,7.38,88.23,91.6,8.9,0
107,7.04,60.2,68.86,6.3,1
125,7.74,75.87,93.55,9.3,1
100,7.97,89.5,91.98,7.3,0
110,8.21,82.74,74.21,10,0
84,8.68,68.03,68.18,7.9,0
94,7.91,55.7,71.55,4.9,0
110,6.12,76.34,100,6.1,0
113,7.03,79.28,97.49,6.7,1
96,10,71.16,76.5,5.7,0
99,8.22,81.43,67.7,6.4,0
77,9.87,85.06,76.4,4.9,1
95,8.9,86.71,77.93,7,1
113,7.74,56.44,60.08,7.4,0
109,7.8,66.86,75.96,5.5,0
108,7.46,76.95,90.87,9.9,1
101,5.76,85.72,53.41,7.1,0
100,7.52,84.89,84.92,5.8,0
90,8.71,84.72,91.5,4.6,1
110,6.9,76.17,68.27,7.1,0
106,7.91,76.72,95.33,6.6,1
107,8.35,72.72,66.72,8.2,1
92,6.59,87.68,80.29,6.8,0
70,7.05,70.8,71.32,5.2,0
116,6.48,88.5,71.32,9.5,1
93,6.68,82.08,67.59,7.7,0
87,6.21,79.55,83.38,6.6,0
110,6.6,73.43,85.19,7.2,0
94,8.92,66.44,74.23,7.7,0
116,6.58,73.52,58.68,4.9,0
109,7.63,76.7,79.84,7.2,0
110,7,56.31,80.06,6.3,0
80,8.68,78.03,72.4,7.8,1
118,8.81,89.24,97.41,5.9,1
104,8.36,85.67,56.23,6.1,1
94,7.81,75.04,48.39,9.5,0
102,7.27,80.47,66.23,8.8,1
73,6.31,74.44,83.53,2.1,1
106,9.44,81.49,62.33,8.7,0
85,6.74,95.4,63.23,6.9,0
80,8.16,89.68,86.41,5.9,0
77,8.56,85.21,80.55,5.5,1
117,6.94,75.07,79.52,5.6,1
91,8.54,87.5,84.38,6,1
123,8.26,63.13,69.9,5.3,1
92,9.23,77.48,70.45,5,1
74,7.03,85.84,84.72,5.4,1
83,6.21,87.4,58.86,7.5,1
119,6.99,86.7,49.29,7.1,1
98,7.71,82.95,69.8,7.8,1
92,7.56,78.04,86.17,6.9,1
102,7.11,85.38,78.07,5,0
108,5.59,70.47,85.29,7.7,0
117,7.97,71.55,50.8,5.5,0
122,9.47,80.62,78.79,8,1
95,7.96,81.73,82.85,5.3,0
80,8.11,61.74,58.79,6,0
94,8.07,84.55,85.34,6.5,1
104,7.9,87.73,73.66,8,1
86,8.43,79.23,100,7.3,1
86,7.9,100,48.87,7,0
105,7.19,73.17,91.43,9.8,1
99,6.7,76.39,70.27,4.2,0
100,7.25,76.05,55.59,5.4,0
89,7.81,79.24,68.68,5.4,0
97,7.18,76.71,78.33,4.3,0
86,7.81,65.93,87.45,5.9,0
113,7.94,74.53,95.66,8,1
116,8.33,79.02,92.06,6.1,1
72,8.78,92.29,63.42,6.5,0
86,7.58,100,88.56,4.4,0
78,6.19,93.35,79.7,5.8,1
90,7.15,72.25,67.14,6.3,0
99,7.54,73.04,72.46,8,0
78,5.66,78.41,66.48,4.5,1
86,8.89,97.85,75.45,6.3,1
85,7.64,78.35,66.24,8.6,0
103,7.88,66.72,62.66,6.3,1
101,8.87,74.99,80.75,3.8,0
89,6.87,87.57,82.54,8.9,1
103,8.07,86.9,72.75,8.1,0
92,7.39,78,91.41,8.3,0
96,7.32,86.83,71.87,4.4,1
125,6.73,57.27,71.37,9.3,1
120,9.17,81.04,82.93,5.8,1
81,7.12,88.61,73.41,6.2,0
112,8.2,71.67,76.02,5.9,1
112,5.62,71.64,44.75,8.4,1
83,8.68,61.34,75.2,6.7,1
112,8.55,95.9,53.07,7.7,1
123,7.6,72.8,60.35,7.1,1
83,7.27,82.41,58.98,6.9,0
86,7.9,86.04,62.49,5.6,1
115,9.79,95.12,68.41,9.7,1
104,5.74,78.46,69.16,4.8,0
108,8.28,74.61,82.97,7.6,1
105,6.59,81.73,77.67,7.6,0
106,7.48,92.84,52.19,8.7,0
80,7.25,78.3,76,9.1,1
116,7.07,70.45,78.82,6.8,1
118,7.49,64.59,71.06,7.8,1
97,6.37,67.79,74.27,9.6,1
99,8.53,88.64,77.28,6.9,1
77,5.71,76.79,84.18,5.4,0
108,8.04,73.92,56.1,6.4,1
109,7.17,72.84,72.07,5,0
99,6.33,80.85,93.1,7.6,1
117,7.7,77.61,92,8.6,0
95,5.94,77.27,85.21,6.8,0
108,7.54,93.49,81.44,4.6,0
85,6.08,95.38,94.86,8.5,1
100,7.96,63.9,98.01,4.3,1
97,6.58,83.28,73.45,4.7,0
103,7.05,72.23,63.37,6.7,0
94,7.79,77.52,71.76,7.4,0
98,6.73,83.09,100,7.6,1
112,7.44,77.87,56.17,6.9,0
93,5.99,82.3,69.35,9.6,0
76,8.13,86.73,58.05,7.1,0
126,9.26,82.95,76.5,8.6,1
121,10,73.53,60.57,8.2,0
81,7.59,73.71,73.69,5.1,0
110,8.29,65.6,51.6,6.7,0
92,5.72,71.46,82.41,10,0
104,9,99.62,89.67,6.2,1
104,8.28,72.08,70.39,6,0
96,7.02,68.07,73.38,7.3,1
88,8.74,83.2,73.04,6.3,0
90,7.25,78.9,77.17,5.8,1
86,7.04,78.04,74.54,6.3,1
88,7.98,94.09,84.22,9.1,0
99,6.44,85.49,89.8,6.8,1
89,8.52,74.7,65.23,5,0
110,6.44,75.76,71.29,4.7,1
122,6.45,74.97,85.82,10,1
91,6.59,88.75,57.94,6.7,0
104,8.26,76.92,51.35,7.7,1
107,6.88,62.07,77.72,5.8,0
107,6.15,79.52,80.96,7.5,1
101,6.89,64.63,66.33,9.2,1
111,7.47,100,68.06,6,1
107,6.32,70.34,65.88,7.7,0
81,6.35,78.38,64.6,4.9,0
113,9.61,82.58,83.32,10,1
113,6.64,77.11,60.83,7.4,0
89,7.18,77.1,71.81,6.4,1
101,7.13,84.22,64.14,6.6,1
110,7.08,95.26,57.54,6.2,1
97,8.12,87.68,85.44,6.3,1
116,8.45,94.79,68.76,3.3,1
135,7.19,69.53,77.26,6.9,1
88,6.26,83.17,56.9,6.8,1
79,8.77,81.55,66.1,7.7,1
105,7.4,83.51,84.07,6.2,1
111,9.23,93.76,100,5.8,1
97,5.25,77.79,51.29,7,0
122,7.7,75.94,72.59,4.6,1
80,9.42,85.34,79.95,7.2,0
110,7.15,62.22,67.61,4.2,0
91,7.27,77.63,85.19,8.7,0
126,7.8,78.66,64.6,8,1
130,6.94,70.8,76.85,5.6,0
89,7.19,90.57,68.74,8,1
92,7.16,69.38,89.63,7.2,0
113,6.87,78.64,66.88,5.5,1
94,8.73,82.93,70.78,4,1
99,7.96,93.53,86.35,7.5,1
100,7.75,79.89,62.66,5.8,0
71,8.31,89.36,75.83,8.6,0
100,7.24,87.01,53.13,7,1
90,6.73,81.23,61.94,6,1
93,6.9,69.1,79.59,9.7,0
122,7.5,65.65,63.11,7.9,0
81,6.44,81.07,68.47,1.5,0
112,7,74.57,80.92,6.3,1
96,6.98,89.19,68.05,4.9,1
96,9.62,87.46,84.87,5.8,1
112,4.73,78.15,77.59,6.8,1
105,7.32,68.42,80.23,7.5,1
109,9.23,85.11,89.89,7.4,0
115,7.62,69.82,78.84,8.6,1
95,8.25,72.42,93.47,8,1
91,7.6,70.21,85.94,7.9,1
84,6.83,78.61,68.72,7.3,1
88,5.26,91.7,90.52,8.9,0
144,7.71,79.95,78.17,6.5,1
119,6.72,75.57,70.26,6.6,1
80,6.7,64.74,78.34,4.1,0
80,7,85.52,88.35,8.6,1
107,9.24,72.2,80.46,6.9,1
108,9.9,81.18,96.87,10,1
108,7.72,76.46,88.04,6.4,1
96,7.04,88.38,81.28,7.1,0
98,6.32,78.43,62.69,7.8,0
105,7.97,79.41,72.84,5.3,1
101,9.28,84.86,75.86,7.5,1
70,7.25,100,83.36,7.1,0
97,5.12,88.88,82.65,6.5,1
87,8.17,79.11,77.03,8.8,0
103,8.49,80.03,76.44,5.6,1
145,5.91,74.75,83.65,7.4,0
106,7.68,70.5,64.7,9.2,0
95,7.95,74.47,95.35,5.9,0
114,7.43,72.28,50.43,6.6,1
107,6.71,86.53,92.46,10,1
106,8.52,69.29,74.46,7.7,1
109,7.1,93.33,87.03,6.2,0
131,6.01,87.52,79.37,8.2,1
83,5.45,80.21,79.15,6.1,0
107,8.76,80,81.65,4.7,1
86,8.12,74.43,84.71,9.1,1
108,7.59,82.7,71.05,5.3,1
86,7.06,90.88,87.42,10,0
94,6.97,72.97,61.99,6.3,0
96,6.42,64.67,74.94,10,1
115,7.07,87.03,85.03,4.9,0
114,5.38,83.24,86.94,8.5,1
81,6.76,68.8,80.53,7.7,0
101,7.19,72.67,70.28,8.3,0
89,8.11,71.41,85.76,8.5,1
81,7.46,72.75,66.97,6.3,1
97,8.29,76.76,96.02,5,1
95,8.85,77.33,73.98,6.9,1
136,8.56,73.49,56.52,7.3,0
106,7.97,72.42,60.66,6.3,0
79,7.51,77.71,75.52,7.4,0
92,6.52,81.68,76.68,7.5,0
115,8.24,76.84,98.64,5.6,1
131,9.18,91.59,62.54,7.6,1
76,7.84,85.08,75.47,6.6,0
72,9.42,64.09,62.29,6,0
128,5.97,85.24,69.09,8.2,0
106,6.35,86.06,95.21,5.8,0
87,8.36,75.65,61.36,6.3,1
108,7.76,65.05,82.04,7.1,1
70,8.81,80.08,79.71,9.1,0
100,7.48,79.92,74.71,7.3,1
105,6.63,68.78,81.23,7.8,0
114,7.29,65.49,61.08,6.6,1
85,5.97,79.12,94.88,6.9,1
101,6.37,77.67,98.1,6.9,1
86,8.47,75.83,75.57,7.4,0
104,8.37,79.17,100,6.6,1
87,7.86,68.97,70.21,9,1
94,5.78,75.65,79.81,6.4,0
85,7.14,85.33,92.18,4.4,0
110,6.28,76.5,69.49,10,1
113,8.68,63.28,58.42,6.5,1
96,6.92,75.27,55.66,9,1
101,6.41,69.3,99.73,9.1,1
78,7.53,82.67,68.65,8.4,0
96,6.86,83.19,72.77,6.7,1
99,8.98,63.41,61.65,7.4,1
139,6.77,87.59,86.38,5.1,1
83,6.1,68.88,65.62,10,1
122,5.35,95.59,69.1,5.7,0
115,7.47,79.51,78.59,6.6,1
104,6.94,67.54,62.23,7.1,0
126,6.07,68.58,72.86,6.8,1
106,8.69,83.48,91.83,6,0
106,8.17,76.09,80.14,9.1,0
99,7.47,79.03,76.57,8.4,1
118,8.86,96.13,77.58,7.5,0
116,8.16,73.01,70.33,6.4,1
91,6.68,80.6,98.95,8.6,1
80,6.46,94.2,65.25,6.3,1
97,8.32,82.71,77.53,9.4,1
88,7.9,63.93,76.38,7.2,1
99,7.67,85.05,87.11,8.8,1
119,6.65,68.37,88.24,6.8,1
93,8.11,94.07,74.62,7.1,0
99,6.74,71.77,78.49,8.8,1
101,7.4,100,78.94,10,1
113,8.95,94.67,47.73,9.3,1
70,6.84,72.03,55.93,8.3,0
91,5.93,80.2,67.74,7.9,1
103,6.45,87.54,68.26,6.2,1
118,8.49,87.84,60.61,7.4,1
93,7.75,84.42,83.99,5.6,1
72,7.37,92.52,75.03,7.6,0
109,6.99,78.77,72.42,7.7,1
90,7.99,76.33,59.93,4.1,1
82,6.65,76.53,74.47,7.1,0
91,7.81,88.58,43.48,7.6,0
97,6.77,83.65,73.04,6.9,0
91,6.6,82.91,75.76,7.5,1
70,6.86,87.95,77.9,5,1
113,7.12,59.49,56.23,5.8,1
119,7.45,83.1,77.7,8.6,1
110,7.74,82.19,62.5,7,0
83,4,96.69,65.25,7.5,0
97,6.69,64.71,83.62,6.2,1
100,7.11,95.57,99.17,7,1
109,9.01,80.75,75.62,3.5,0
110,6.42,84.89,65.19,8.3,0
89,7.66,96.76,77.26,9.7,0
101,9,85.61,86.27,5.4,1
107,6.19,84,82.45,5.6,0
122,7.89,82.42,100,7.7,1
111,6.7,75.17,66.42,9.2,1
112,7,79.72,78.03,7,0
101,6.7,72.84,93.59,5.2,0
121,6.77,79.55,92.83,6.7,1
106,10,56.64,51.6,5.5,0
87,8.34,84.29,74.96,6,0
121,8.6,78.78,92.81,6.5,1
110,7.99,76.64,100,5.6,0
93,5.89,82.2,83.45,5.8,0
93,7.89,65.66,70.59,7.1,0
104,8.57,99.29,62.89,7.3,1
107,6.65,78.97,100,4.9,1
103,8.47,78.54,83.74,7.6,0
105,8.2,70.35,64.82,6.4,1
125,9.35,80.24,72.56,8.1,1
116,7.08,93.87,78.72,8.2,0
103,6.4,90.36,81.53,6.2,0
114,7.14,88.54,64.2,7.9,1
85,8.94,85.46,67.63,5.7,1
106,5.67,76.41,55.16,9,0
127,5.43,65.5,87.48,5.8,1
97,7.59,77.99,70.9,7.5,1
87,7.06,77.64,80.6,6.7,1
90,7.51,90.49,92.07,5.5,0
84,8.45,83.09,77.64,8.4,1
88,6.95,96.12,73.64,6.1,0
94,5.63,91.97,77.33,4.4,0
79,9.54,75.44,75.76,2.7,0
100,6.5,62.05,89.95,5.7,1
114,6.44,93.86,78.73,9.1,1
86,8.6,93.59,68.47,8.9,1
123,7.12,66.34,87.57,5.9,1
108,7.44,95.09,89.77,6.4,1
115,7.98,83.82,58.94,6.3,1
90,8.58,81.61,93.39,5,0
113,7.17,96.15,79.38,5.6,0
84,9.02,93.45,78.4,8.5,1
113,5.36,86.51,87.08,7.8,1
103,8.26,84.73,68.2,7.4,0
108,6.66,86.16,86.45,5,0
82,8.87,76,70.48,7.2,0
87,7.64,79.45,57.3,3.5,1
109,6.83,70.98,63.03,8.3,0
86,8.16,76.67,81.8,7.4,1
107,8.39,76.33,63.65,5,1
79,8.14,73.65,94.32,9.4,1
113,6.47,81.37,89.27,4.3,1
82,7.02,76.76,91,7.8,0
108,7.5,85.02,76.5,7.8,1
109,7.46,63.78,78.09,5.1,0
90,8.25,78.87,60.68,6.9,0
109,5.49,81.32,86.95,4.5,0
104,7.83,76.89,79.56,2.7,1
92,7.21,78.28,81.81,5.4,0
85,6.66,64.15,95.26,6.1,1
71,6.76,83.56,67.73,8,0
105,7.29,86.48,73.49,7.1,0
77,4,84.94,78.92,7.1,1
101,6.8,90.39,63.77,5.5,1
96,6.62,82.02,72.75,6.2,0
110,8.03,84.79,80.92,5.6,1
95,6.69,81.56,71.09,5.2,1
95,7.28,86.88,90.71,6.1,1
111,9.04,64.23,56.87,7.1,1
105,8.49,71.06,88.47,6.1,0
105,8.4,95.87,82.93,6.5,1
107,7,55.4,68.17,8,0
77,8.04,78.6,63.91,6.2,0
111,7.27,91.72,50.04,5,0
109,7.3,79.07,65.46,7.8,0
85,7.91,75.95,87.57,7.4,1
96,6.9,81.29,74.33,7.5,1
99,8.99,76.47,88.96,7.9,1
98,7.34,80.31,67.56,7.7,1
105,8.12,73.17,83.49,7,1
121,8.96,91.09,66.39,10,0
116,8.53,94.23,63.41,5.1,0
80,6.09,78.67,73.71,6.1,0
109,7.94,66.14,67.02,8.5,1
120,8.35,74.76,56.49,7.2,1
106,8.39,78.16,72.81,8.1,0
116,6.39,85.06,76.28,7.3,0
130,6.84,69.92,90.22,9.1,1
115,8.49,72.31,86.24,5.5,1
104,6.74,85.11,89.64,9,1
116,7.2,89.39,83.64,8.8,1
102,9.08,73.78,78.99,5.2,1
100,7.45,66.67,60.25,7.9,0
95,6.77,100,76.8,6.9,1
123,6.62,87.83,82.16,6.1,1
88,7.83,77.33,92.49,4.2,1
123,6.17,88.69,83.24,5.5,1
107,7.25,78.76,89.88,8.1,0
79,7.83,88.67,62.62,8.2,1
106,8.8,81.59,71.08,6.7,0
70,8.17,80.91,80.15,8.2,1
109,6.79,78.86,88.93,8.4,1
113,8.68,65.53,73.26,7.2,1
91,7.2,99.38,74.01,5.9,1
102,6.26,70.58,83.25,7.7,1
129,7.33,66.4,61.49,7.7,1
92,8.94,77.87,94.29,8,0
84,7.67,70.39,64.45,8.3,0
122,7.51,79.48,51.98,5,0
129,9.14,86.88,75.12,6.2,1
100,6.07,89.95,95.38,4.2,1
115,6.21,88.15,82.04,8.1,1
120,5.88,76.94,84.01,6.7,0
89,7.87,80.5,75.5,7.6,0
93,7.67,84.08,73.17,4.8,0
118,9.04,62.42,56.46,9.1,1
125,7.74,85.71,47.89,5.2,1
108,7.1,65.43,77.36,8.2,1
87,7.5,100,90.75,7.2,1
130,7.62,75.95,79.13,6.7,1
92,5.83,78.15,82.48,6.6,1
95,10,72.3,94,6,1
105,8.02,73.7,78.95,8.9,1
123,7.71,100,73.53,7,1
113,8.12,89.4,65.18,5.1,0
106,8.21,64.51,99.27,6.4,1
107,7.36,95.04,81.32,7.2,1
101,6.87,91.93,63.68,8.3,0
108,8.1,77.19,60.95,6.1,0
70,7.89,83.07,90.04,6.2,1
96,6.69,79.85,62.55,7,0
104,8.92,99.73,97.25,8.3,1
83,7.79,72.04,41.92,4.9,1
106,8.23,81.46,92.07,7.8,1
97,8.89,75.72,80.84,6.3,1
126,7.52,65.67,76.42,6.5,1
124,7.82,100,72.89,10,1
93,8.31,68.18,97.69,6.7,1
98,6.78,82.2,83.48,8.1,0
99,7.55,62.59,64.16,8.1,1
93,7.63,76.01,54.37,5.2,0
103,6.54,84.22,77.13,4.2,1
89,9.82,71.75,74.99,8.2,1
83,6.09,85.87,56.76,5.4,1
109,6.2,77.31,74.34,4.5,0
109,8.81,91.6,68.11,8.5,0
88,8.21,93.62,75.11,5.5,1
113,6.47,74.13,83.71,5.8,1
91,8.11,80.77,92.91,10,0
104,8.97,81.83,85.91,4.5,0
112,7.47,86.19,66.34,5.1,1
99,10,80.14,79.43,6.3,1
107,5.78,81.9,75.76,6.6,0
92,8.19,77.57,59.01,5.7,1
97,8.67,81.15,79.78,5.3,0
97,8.39,92.98,97.28,9.3,1
89,7.3,86.46,75.39,7.4,0
97,7.21,87.01,55.87,7.9,1
77,7.94,87.23,75.36,6.8,0
93,8.32,78.46,60.44,7.4,0
96,8.1,83.19,85.36,8.4,0
96,8.54,69.15,81.3,5.5,0
96,6.48,92.69,72.95,7.4,0
99,7.27,52.17,71.03,8,0
107,6.56,79.13,72.45,9.3,1
113,7.11,91.41,75.1,9.9,1
90,8.52,66.36,65.73,7.1,0
82,7.61,84,58.35,8.7,0
84,10,73.19,88.66,3,1
93,7.69,76.31,70.38,9.3,1
95,7.56,89.46,77,5.9,1
88,7.61,81.98,78.42,6.6,1
81,6.86,59.66,78.86,7.7,0
93,7.44,70.24,60.91,6.8,0
103,8.63,89.75,54.89,7.3,1
109,7.61,84.49,67.94,9.4,0
92,6.71,97.48,79.75,6.4,1
94,6.57,96.83,66.26,5.4,1
86,7.05,76.58,70.74,9.7,0
100,7.57,100,100,7.8,1
87,8.69,80.24,52.85,9.9,1
109,6.16,70.37,65.94,8.3,0
73,7.18,73.66,97.76,5,0
95,7.64,57.43,74.46,8,0
105,5.67,96.07,66.53,5.5,0
103,6.67,95.95,89.03,7,1
140,6.82,69.84,75.66,6.9,1
105,6.7,77.72,70.82,4.6,0
85,7.69,80.96,77.31,5.8,0
99,7.34,70.4,67.1,10,1
73,6.94,62.45,62.79,7.4,0
99,7.93,77.9,73.64,6.7,0
88,9.22,76.79,62.87,9.7,1
114,9.14,76.12,75.13,6.4,1
92,5.58,82.23,79.25,6.9,1
98,8.08,94.3,85.24,8.5,1
90,7.32,76.97,88.54,6.4,0
126,7.66,81.7,70.13,5.9,1
95,7.1,87.27,80.99,3.6,1
127,7.62,85.54,80.91,5.6,0
112,7.65,73.86,78.93,5.6,0
107,6.92,80.96,69.25,7.2,1
106,6.6,85.48,62.66,6.1,1
106,7.05,68.72,81.02,10,1
71,7.73,92.64,54.52,5.4,0
96,8.1,94.32,71.79,9.1,1
113,8.35,72.77,44.36,7.3,1
99,7.01,81.94,58.96,8.2,1
79,7.78,86.42,64.47,8.1,1
99,8.46,74.54,88.16,3.7,1
126,8.67,84.82,83.26,7,1
119,7.44,81.63,68.35,6.6,0
99,7.28,65.32,83.75,5.3,0
114,7.69,84.59,85.65,7.7,1
95,6.35,69,73.07,9.6,0
74,7.31,89.39,58.39,3,0
86,8.24,73.29,72.51,6.2,1
123,8.14,78.39,73.83,5.1,1
96,7.23,93.72,60.21,7.1,1
96,7.72,84.96,79.4,6.5,0
96,6.68,69.21,78.36,6.1,0
129,8.2,69.85,80.34,8,0
124,7.42,74.01,78.35,9.5,0
133,7.22,83.95,83.76,10,0
98,7.14,83.58,72.85,5.9,0
104,7.44,71.57,77.42,4.3,0
77,7.05,68.33,70.23,7.8,1
122,8.16,82.82,67.99,9.4,1
82,7.1,78.18,91.06,8.2,0
103,9.09,100,50.47,9.4,0
84,8.97,80.37,85.52,6.7,1
91,6.61,98.14,67.55,6.1,0
87,7.57,68.3,66,7.2,0
91,6.85,64.27,78.14,6.5,0
